date,camera,time,box,loc,notes
22/11/2021,13,14:29,18,8,
23/11/2021,13,13:52,13,0,
23/11/2021,13,13:52,14,0,
23/11/2021,13,13:52,15,0,
23/11/2021,13,13:52,16,8,
23/11/2021,13,13:52,17,NA,breached
23/11/2021,13,13:52,18,NA,breached
23/11/2021,13,14:02,13,0,
23/11/2021,13,14:02,14,0,
23/11/2021,13,14:02,15,0,
23/11/2021,13,14:02,16,0,
23/11/2021,13,14:12,13,0,
23/11/2021,13,14:12,14,0,
23/11/2021,13,14:12,15,0,
23/11/2021,13,14:12,16,0,
23/11/2021,13,14:22,13,0,
23/11/2021,13,14:22,14,0,
23/11/2021,13,14:22,15,0,
23/11/2021,13,14:22,16,8,
23/11/2021,13,14:32,13,0,
23/11/2021,13,14:32,14,0,
23/11/2021,13,14:32,15,0,
23/11/2021,13,14:32,16,0,
23/11/2021,13,14:42,13,0,
23/11/2021,13,14:42,14,0,
23/11/2021,13,14:42,15,0,
23/11/2021,13,14:42,16,8,
23/11/2021,13,14:52,13,0,
23/11/2021,13,14:52,14,0,
23/11/2021,13,14:52,15,0,
23/11/2021,13,14:52,16,8,
23/11/2021,13,15:02,13,0,
23/11/2021,13,15:02,14,0,
23/11/2021,13,15:02,15,0,
23/11/2021,13,15:02,16,0,
23/11/2021,13,15:12,13,0,
23/11/2021,13,15:12,14,0,
23/11/2021,13,15:12,15,0,
23/11/2021,13,15:12,16,0,
24/11/2021,13,12:49,13,8,
24/11/2021,13,12:49,14,0,
24/11/2021,13,12:49,15,2,
24/11/2021,13,12:49,16,0,
24/11/2021,13,12:49,17,NA,breached by partner
24/11/2021,13,12:49,18,NA ,breached
24/11/2021,13,12:59,13,6,
24/11/2021,13,12:59,14,0,
24/11/2021,13,12:59,15,2,
24/11/2021,13,12:59,16,0,
24/11/2021,13,13:09,13,1,
24/11/2021,13,13:09,14,0,
24/11/2021,13,13:09,15,2,
24/11/2021,13,13:09,16,5,
24/11/2021,13,13:19,13,1,
24/11/2021,13,13:19,14,0,
24/11/2021,13,13:19,15,2,
24/11/2021,13,13:19,16,0,
24/11/2021,13,13:29,13,1,
24/11/2021,13,13:29,14,0,
24/11/2021,13,13:29,15,2,
24/11/2021,13,13:29,16,0,
24/11/2021,13,13:39,13,0,
24/11/2021,13,13:39,14,0,
24/11/2021,13,13:39,15,2,
24/11/2021,13,13:39,16,0,
24/11/2021,13,13:49,13,0,
24/11/2021,13,13:49,14,0,
24/11/2021,13,13:49,15,2,
24/11/2021,13,13:49,16,2,
24/11/2021,13,13:59,13,8,
24/11/2021,13,13:59,14,0,
24/11/2021,13,13:59,15,2,
24/11/2021,13,13:59,16,1,
24/11/2021,13,14:09,13,0,
24/11/2021,13,14:09,14,0,
24/11/2021,13,14:09,15,2,
24/11/2021,13,14:09,16,1,
25/11/2021,13,13:00,13,0,
25/11/2021,13,13:00,14,0,
25/11/2021,13,13:00,15,NA,breached
25/11/2021,13,13:00,16,NA,breached
25/11/2021,13,13:00,17,NA,breached
25/11/2021,13,13:00,18,NA,breached
25/11/2021,13,13:10,13,0,
25/11/2021,13,13:10,14,0,
25/11/2021,13,13:20,13,0,
25/11/2021,13,13:20,14,0,
25/11/2021,13,13:30,13,0,
25/11/2021,13,13:30,14,0,
25/11/2021,13,13:40,13,0,
25/11/2021,13,13:40,14,0,
25/11/2021,13,13:50,13,0,
25/11/2021,13,13:50,14,5,
25/11/2021,13,14:00,13,0,
25/11/2021,13,14:00,14,0,
25/11/2021,13,14:10,13,0,
25/11/2021,13,14:10,14,0,
25/11/2021,13,14:20,13,0,
25/11/2021,13,14:20,14,4,
08/11/2021,14,14:46,19,4,
08/11/2021,14,14:46,20,NA,breached
08/11/2021,14,14:46,21,1,
08/11/2021,14,14:46,22,0,
08/11/2021,14,14:46,23,0,
08/11/2021,14,14:46,24,1,
08/11/2021,14,14:56,19,7,
08/11/2021,14,14:56,21,1,
08/11/2021,14,14:56,22,0,
08/11/2021,14,14:56,23,2,
08/11/2021,14,14:56,24,NA,breached by partner
08/11/2021,14,15:06,19,7,
08/11/2021,14,15:06,21,1,
08/11/2021,14,15:06,22,0,
08/11/2021,14,15:06,23,2,
08/11/2021,14,15:16,19,2,
08/11/2021,14,15:16,21,1,
08/11/2021,14,15:16,22,0,
08/11/2021,14,15:16,23,2,
08/11/2021,14,15:26,19,6,
08/11/2021,14,15:26,21,1,
08/11/2021,14,15:26,22,0,
08/11/2021,14,15:26,23,2,
08/11/2021,14,15:36,19,3,
08/11/2021,14,15:36,21,0,
08/11/2021,14,15:36,22,0,
08/11/2021,14,15:36,23,7,
08/11/2021,14,15:46,19,3,
08/11/2021,14,15:46,21,0,
08/11/2021,14,15:46,22,7,
08/11/2021,14,15:46,23,1,
08/11/2021,14,15:56,19,6,
08/11/2021,14,15:56,21,0,
08/11/2021,14,15:56,22,7,
08/11/2021,14,15:56,23,1,
08/11/2021,14,16:06,19,3,
08/11/2021,14,16:06,21,0,
08/11/2021,14,16:06,22,5,
08/11/2021,14,16:06,23,0,
09/11/2021,14,13:38,19,5,
09/11/2021,14,13:38,20,NA,
09/11/2021,14,13:38,21,0,
09/11/2021,14,13:38,22,0,
09/11/2021,14,13:38,23,1,
09/11/2021,14,13:38,24,1,
09/11/2021,14,13:48,19,6,
09/11/2021,14,13:48,20,NA,
09/11/2021,14,13:48,21,0,
09/11/2021,14,13:48,22,0,
09/11/2021,14,13:48,23,1,
09/11/2021,14,13:48,24,1,
09/11/2021,14,13:58,19,0,
09/11/2021,14,13:58,20,NA,
09/11/2021,14,13:58,21,7,
09/11/2021,14,13:58,22,8,
09/11/2021,14,13:58,23,1,
09/11/2021,14,13:58,24,1,
09/11/2021,14,14:08,19,0,
09/11/2021,14,14:08,20,NA,
09/11/2021,14,14:08,21,0,
09/11/2021,14,14:08,22,0,
09/11/2021,14,14:08,23,1,
09/11/2021,14,14:08,24,1,
09/11/2021,14,14:18,19,0,
09/11/2021,14,14:18,20,NA,
09/11/2021,14,14:18,21,0,
09/11/2021,14,14:18,22,8,
09/11/2021,14,14:18,23,1,
09/11/2021,14,14:18,24,1,
09/11/2021,14,14:28,19,0,
09/11/2021,14,14:28,20,2,
09/11/2021,14,14:28,21,0,
09/11/2021,14,14:28,22,0,
09/11/2021,14,14:28,23,1,
09/11/2021,14,14:28,24,NA,breached by partner
09/11/2021,14,14:38,19,0,
09/11/2021,14,14:38,20,8,
09/11/2021,14,14:38,21,3,
09/11/2021,14,14:38,22,5,
09/11/2021,14,14:38,23,1,
09/11/2021,14,14:48,19,0,
09/11/2021,14,14:48,20,8,
09/11/2021,14,14:48,21,8,
09/11/2021,14,14:48,22,8,
09/11/2021,14,14:48,23,1,
09/11/2021,14,14:58,19,0,
09/11/2021,14,14:58,20,2,
09/11/2021,14,14:58,21,4,
09/11/2021,14,14:58,22,8,
09/11/2021,14,14:58,23,1,
10/11/2021,14,13:44,19,0,
10/11/2021,14,13:44,20,NA,breached
10/11/2021,14,13:44,21,2,
10/11/2021,14,13:44,22,6,
10/11/2021,14,13:44,23,8,
10/11/2021,14,13:44,24,NA,breached
10/11/2021,14,13:54,19,0,
10/11/2021,14,13:54,21,2,
10/11/2021,14,13:54,22,6,
10/11/2021,14,13:54,23,8,
10/11/2021,14,14:04,19,0,
10/11/2021,14,14:04,21,3,
10/11/2021,14,14:04,22,6,
10/11/2021,14,14:04,23,8,
10/11/2021,14,14:14,19,0,
10/11/2021,14,14:14,21,3,
10/11/2021,14,14:14,22,6,
10/11/2021,14,14:14,23,8,
10/11/2021,14,14:24,19,0,
10/11/2021,14,14:24,21,4,
10/11/2021,14,14:24,22,6,
10/11/2021,14,14:24,23,8,
10/11/2021,14,14:34,19,0,
10/11/2021,14,14:34,21,4,
10/11/2021,14,14:34,22,6,
10/11/2021,14,14:34,23,8,
10/11/2021,14,14:44,19,0,
10/11/2021,14,14:44,21,5,
10/11/2021,14,14:44,22,0,
10/11/2021,14,14:44,23,8,
10/11/2021,14,14:54,19,0,
10/11/2021,14,14:54,21,4,
10/11/2021,14,14:54,22,0,
10/11/2021,14,14:54,23,8,
10/11/2021,14,15:04,19,0,
10/11/2021,14,15:04,21,4,
10/11/2021,14,15:04,22,0,
10/11/2021,14,15:04,23,8,
11/11/2021,14,13:32,19,6,
11/11/2021,14,13:32,20,NA,breached
11/11/2021,14,13:32,21,0,
11/11/2021,14,13:32,22,1,
11/11/2021,14,13:32,23,8,
11/11/2021,14,13:32,24,NA,breached
11/11/2021,14,13:42,19,1,
11/11/2021,14,13:42,21,0,
11/11/2021,14,13:42,22,1,
11/11/2021,14,13:42,23,7,
11/11/2021,14,13:52,19,0,
11/11/2021,14,13:52,21,0,
11/11/2021,14,13:52,22,1,
11/11/2021,14,13:52,23,6,
11/11/2021,14,14:02,19,7,
11/11/2021,14,14:02,21,0,
11/11/2021,14,14:02,22,1,
11/11/2021,14,14:02,23,7,
11/11/2021,14,14:12,19,3,
11/11/2021,14,14:12,21,0,
11/11/2021,14,14:12,22,2,
11/11/2021,14,14:12,23,6,
11/11/2021,14,14:22,19,3,
11/11/2021,14,14:22,21,0,
11/11/2021,14,14:22,22,2,
11/11/2021,14,14:22,23,0,
11/11/2021,14,14:32,19,3,
11/11/2021,14,14:32,21,4,
11/11/2021,14,14:32,22,2,
11/11/2021,14,14:32,23,0,
11/11/2021,14,14:42,19,3,
11/11/2021,14,14:42,21,7,
11/11/2021,14,14:42,22,2,
11/11/2021,14,14:42,23,4,
11/11/2021,14,14:52,19,3,
11/11/2021,14,14:52,21,5,
11/11/2021,14,14:52,22,2,
11/11/2021,14,14:52,23,1,
15/11/2021,14,13:53,13,1,
15/11/2021,14,13:53,14,0,
15/11/2021,14,13:53,15,8,
15/11/2021,14,13:53,16,NA,breached
15/11/2021,14,13:53,17,6,
15/11/2021,14,13:53,18,NA,breached
15/11/2021,14,14:03,13,0,
15/11/2021,14,14:03,14,0,
15/11/2021,14,14:03,15,8,
15/11/2021,14,14:03,17,8,
15/11/2021,14,14:13,13,2,
15/11/2021,14,14:13,14,NA,breached
15/11/2021,14,14:13,15,5,
15/11/2021,14,14:13,17,0,
15/11/2021,14,14:23,13,2,
15/11/2021,14,14:23,15,NA,breached by partner
15/11/2021,14,14:23,17,0,
15/11/2021,14,14:33,13,4,
15/11/2021,14,14:33,17,0,
15/11/2021,14,14:43,13,5,
15/11/2021,14,14:43,17,0,
15/11/2021,14,14:53,13,5,
15/11/2021,14,14:53,17,0,
15/11/2021,14,15:03,13,5,
15/11/2021,14,15:03,17,0,
15/11/2021,14,15:13,13,4,
15/11/2021,14,15:13,17,0,
16/11/2021,14,12:55,19,0,
16/11/2021,14,12:55,20,2,
16/11/2021,14,12:55,21,0,
16/11/2021,14,12:55,22,0,
16/11/2021,14,12:55,23,NA,breached by partner
16/11/2021,14,12:55,24,NA,breached
16/11/2021,14,13:05,19,4,
16/11/2021,14,13:05,20,6,
16/11/2021,14,13:05,21,0,
16/11/2021,14,13:05,22,0,
16/11/2021,14,13:15,19,0,
16/11/2021,14,13:15,20,NA,breached by partner
16/11/2021,14,13:15,21,5,
16/11/2021,14,13:15,22,NA,breached by partner
16/11/2021,14,13:25,19,0,
16/11/2021,14,13:25,21,0,
16/11/2021,14,13:35,19,0,
16/11/2021,14,13:35,21,0,
16/11/2021,14,13:45,19,NA,breached
16/11/2021,14,13:45,21,0,
16/11/2021,14,13:55,21,0,
16/11/2021,14,14:05,21,0,
16/11/2021,14,14:15,21,0,
17/11/2021,14,13:42,19,NA,breached by partner
17/11/2021,14,13:42,20,NA,breached
17/11/2021,14,13:42,21,0,
17/11/2021,14,13:42,22,0,
17/11/2021,14,13:42,23,NA,breached by partner
17/11/2021,14,13:42,24,NA,breached
17/11/2021,14,13:52,21,0,
17/11/2021,14,13:52,22,0,
17/11/2021,14,14:02,21,0,
17/11/2021,14,14:02,22,0,
17/11/2021,14,14:12,21,0,
17/11/2021,14,14:12,22,0,
17/11/2021,14,14:22,21,0,
17/11/2021,14,14:22,22,0,
17/11/2021,14,14:32,21,0,
17/11/2021,14,14:32,22,0,
17/11/2021,14,14:42,21,0,
17/11/2021,14,14:42,22,0,
17/11/2021,14,14:52,21,3,
17/11/2021,14,14:52,22,1,
17/11/2021,14,15:02,21,2,
17/11/2021,14,15:02,22,8,
18/11/2021,14,14:00,19,1,
18/11/2021,14,14:00,20,NA,breached
18/11/2021,14,14:00,21,0,
18/11/2021,14,14:00,22,NA,breached
18/11/2021,14,14:00,23,NA,breached by partner
18/11/2021,14,14:00,24,NA,breached
18/11/2021,14,14:10,19,NA,breached by partner
18/11/2021,14,14:10,21,0,
18/11/2021,14,14:20,21,0,
18/11/2021,14,14:30,21,0,
18/11/2021,14,14:40,21,0,
18/11/2021,14,14:50,21,7,
18/11/2021,14,15:00,21,0,
18/11/2021,14,15:10,21,0,
18/11/2021,14,15:20,21,0,
22/11/2021,14,13:09,19,1,
22/11/2021,14,13:09,20,5,
22/11/2021,14,13:09,21,0,
22/11/2021,14,13:09,22,4,
22/11/2021,14,13:09,23,8,
22/11/2021,14,13:09,24,4,
22/11/2021,14,13:19,19,1,
22/11/2021,14,13:19,20,5,
22/11/2021,14,13:19,21,0,
22/11/2021,14,13:19,22,2,
22/11/2021,14,13:19,23,8,
22/11/2021,14,13:19,24,4,
22/11/2021,14,13:29,19,0,
22/11/2021,14,13:29,20,7,
22/11/2021,14,13:29,21,0,
22/11/2021,14,13:29,22,1,
22/11/2021,14,13:29,23,4,
22/11/2021,14,13:29,24,5,
22/11/2021,14,13:39,19,0,
22/11/2021,14,13:39,20,7,
22/11/2021,14,13:39,21,0,
22/11/2021,14,13:39,22,6,
22/11/2021,14,13:39,23,5,
22/11/2021,14,13:39,24,5,
22/11/2021,14,13:49,19,0,
22/11/2021,14,13:49,20,5,
22/11/2021,14,13:49,21,0,
22/11/2021,14,13:49,22,6,
22/11/2021,14,13:49,23,0,
22/11/2021,14,13:49,24,8,
22/11/2021,14,13:59,19,0,
22/11/2021,14,13:59,20,2,
22/11/2021,14,13:59,21,0,
22/11/2021,14,13:59,22,6,
22/11/2021,14,13:59,23,7,
22/11/2021,14,13:59,24,1,
22/11/2021,14,14:09,19,0,
22/11/2021,14,14:09,20,1,
22/11/2021,14,14:09,21,0,
22/11/2021,14,14:09,22,6,
22/11/2021,14,14:09,23,1,
22/11/2021,14,14:09,24,4,
22/11/2021,14,14:19,19,0,
22/11/2021,14,14:19,20,2,
22/11/2021,14,14:19,21,0,
22/11/2021,14,14:19,22,6,
22/11/2021,14,14:19,23,7,
22/11/2021,14,14:19,24,1,
22/11/2021,14,14:29,19,7,
22/11/2021,14,14:29,20,8,
22/11/2021,14,14:29,21,0,
22/11/2021,14,14:29,22,6,
22/11/2021,14,14:29,23,4,
22/11/2021,14,14:29,24,8,
23/11/2021,14,13:52,19,5,
23/11/2021,14,13:52,20,NA,breached by partner
23/11/2021,14,13:52,21,0,
23/11/2021,14,13:52,22,0,
23/11/2021,14,13:52,23,0,
23/11/2021,14,13:52,24,NA,breached
23/11/2021,14,14:02,19,5,
23/11/2021,14,14:02,21,0,
23/11/2021,14,14:02,22,0,
23/11/2021,14,14:02,23,0,
23/11/2021,14,14:02,24,0,
23/11/2021,14,14:12,19,5,
23/11/2021,14,14:12,21,0,
23/11/2021,14,14:12,22,6,
23/11/2021,14,14:12,23,1,
23/11/2021,14,14:12,24,0,
23/11/2021,14,14:22,19,5,
23/11/2021,14,14:22,21,0,
23/11/2021,14,14:22,22,0,
23/11/2021,14,14:22,23,0,
23/11/2021,14,14:22,24,0,
23/11/2021,14,14:32,19,6,
23/11/2021,14,14:32,21,0,
23/11/2021,14,14:32,22,0,
23/11/2021,14,14:32,23,0,
23/11/2021,14,14:32,24,0,
23/11/2021,14,14:42,19,6,
23/11/2021,14,14:42,21,0,
23/11/2021,14,14:42,22,0,
23/11/2021,14,14:42,23,0,
23/11/2021,14,14:42,24,0,
23/11/2021,14,14:52,19,7,
23/11/2021,14,14:52,21,0,
23/11/2021,14,14:52,22,0,
23/11/2021,14,14:52,23,0,
23/11/2021,14,14:52,24,0,
23/11/2021,14,15:02,19,7,
23/11/2021,14,15:02,21,2,
23/11/2021,14,15:02,22,0,
23/11/2021,14,15:02,23,0,
23/11/2021,14,15:02,24,0,
23/11/2021,14,15:12,19,7,
23/11/2021,14,15:12,21,0,
23/11/2021,14,15:12,22,0,
23/11/2021,14,15:12,23,0,
23/11/2021,14,15:12,24,0,
24/11/2021,14,12:49,19,8,
24/11/2021,14,12:49,20,6,
24/11/2021,14,12:49,21,0,
24/11/2021,14,12:49,22,0,
24/11/2021,14,12:49,23,0,
24/11/2021,14,12:49,24,0,
24/11/2021,14,12:59,19,8,
24/11/2021,14,12:59,20,8,
24/11/2021,14,12:59,21,0,
24/11/2021,14,12:59,22,0,
24/11/2021,14,12:59,23,1,
24/11/2021,14,12:59,24,1,
24/11/2021,14,13:09,19,8,
24/11/2021,14,13:09,20,6,
24/11/2021,14,13:09,21,0,
24/11/2021,14,13:09,22,0,
24/11/2021,14,13:09,23,8,
24/11/2021,14,13:09,24,1,
24/11/2021,14,13:19,19,8,
24/11/2021,14,13:19,20,6,
24/11/2021,14,13:19,21,0,
24/11/2021,14,13:19,22,0,
24/11/2021,14,13:19,23,2,
24/11/2021,14,13:19,24,0,
24/11/2021,14,13:29,19,8,
24/11/2021,14,13:29,20,5,
24/11/2021,14,13:29,21,0,
24/11/2021,14,13:29,22,4,
24/11/2021,14,13:29,23,1,
24/11/2021,14,13:29,24,0,
24/11/2021,14,13:39,19,0,
24/11/2021,14,13:39,20,5,
24/11/2021,14,13:39,21,0,
24/11/2021,14,13:39,22,1,
24/11/2021,14,13:39,23,0,
24/11/2021,14,13:39,24,2,
24/11/2021,14,13:49,19,0,
24/11/2021,14,13:49,20,5,
24/11/2021,14,13:49,21,8,
24/11/2021,14,13:49,22,4,
24/11/2021,14,13:49,23,4,
24/11/2021,14,13:49,24,0,
24/11/2021,14,13:59,19,0,
24/11/2021,14,13:59,20,7,
24/11/2021,14,13:59,21,1,
24/11/2021,14,13:59,22,2,
24/11/2021,14,13:59,23,5,
24/11/2021,14,13:59,24,1,
24/11/2021,14,14:09,19,0,
24/11/2021,14,14:09,20,5,
24/11/2021,14,14:09,21,1,
24/11/2021,14,14:09,22,2,
24/11/2021,14,14:09,23,0,
24/11/2021,14,14:09,24,0,
25/11/2021,14,13:00,19,0,
25/11/2021,14,13:00,20,0,
25/11/2021,14,13:00,21,1,
25/11/2021,14,13:00,22,7,
25/11/2021,14,13:00,23,0,
25/11/2021,14,13:00,24,NA,breached
25/11/2021,14,13:10,19,0,
25/11/2021,14,13:10,20,0,
25/11/2021,14,13:10,21,2,
25/11/2021,14,13:10,22,0,
25/11/2021,14,13:10,23,0,
25/11/2021,14,13:20,19,0,
25/11/2021,14,13:20,20,1,
25/11/2021,14,13:20,21,2,
25/11/2021,14,13:20,22,1,
25/11/2021,14,13:20,23,0,
25/11/2021,14,13:30,19,0,
25/11/2021,14,13:30,20,8,
25/11/2021,14,13:30,21,7,
25/11/2021,14,13:30,22,1,
25/11/2021,14,13:30,23,0,
25/11/2021,14,13:40,19,0,
25/11/2021,14,13:40,20,5,
25/11/2021,14,13:40,21,1,
25/11/2021,14,13:40,22,1,
25/11/2021,14,13:40,23,6,
25/11/2021,14,13:50,19,0,
25/11/2021,14,13:50,20,2,
25/11/2021,14,13:50,21,1,
25/11/2021,14,13:50,22,1,
25/11/2021,14,13:50,23,2,
25/11/2021,14,14:00,19,0,
25/11/2021,14,14:00,20,3,
25/11/2021,14,14:00,21,1,
25/11/2021,14,14:00,22,1,
25/11/2021,14,14:00,23,2,
25/11/2021,14,14:10,19,0,
25/11/2021,14,14:10,20,0,
25/11/2021,14,14:10,21,1,
25/11/2021,14,14:10,22,1,
25/11/2021,14,14:10,23,2,
25/11/2021,14,14:20,19,0,
25/11/2021,14,14:20,20,1,
25/11/2021,14,14:20,21,3,
25/11/2021,14,14:20,22,1,
25/11/2021,14,14:20,23,1,
